"","id","title","author_id","description","content","date"
"74","74","Discretization-Based Solution Approaches for the Circle Packing Problem","Rabia Taşpınar, Burak Kocuk","Optimization and Control (math.OC)","The problem of packing a set of circles into the smallest surrounding container is considered. This problem arises in different application areas such as automobile, textile, food, and chemical industries. The so-called circle packing problem can be cast as a nonconvex quadratically constrained program, and is difficult to solve in general. An iterative solution approach based on a bisection-type algorithm on the radius of the larger circle is provided. The present algorithm discretizes the container into small cells and solves two different integer linear programming formulations proposed for a restricted and a relaxed version of the original problem. The present algorithm is enhanced with solution space reduction, bound tightening and variable elimination techniques. Then, a computational study is performed to evaluate the performance of the algorithm. The present algorithm is compared with BARON and Gurobi that solve the original nonlinear formulation and heuristic methods from literature, and obtain promising results.","Sat, 30 Dec 2023 12:47:23 UTC (36 KB)"
"75","75","Consumer Participation in Community-Supported Agriculture: Modeling Decision-Making Dynamics through a Scoping Review and the KJ Method","Sota Takagi, Yusuke Numazawa, Kentaro Katsube, Wataru Omukai, Miki Saijo, Takumi Ohashi","Theoretical Economics (econ.TH)","In the context of the urgent need to establish sustainable food systems, Community Supported Agriculture (CSA), in which consumers share risks with producers, has gained increasing attention. Understanding the factors that influence consumer participation in CSA is crucial, yet the complete picture and interrelations of these factors remain unclear in existing studies. This research adopts a scoping review and the KJ method to elucidate the factors influencing consumer participation in CSA and to theorize the consumer participation. In particular, we focus on the dynamics of individual decision-making for participation, under the premise that individuals are embedded in socio-cultural environments. We examine the decision-making process based on the seesaw of expected gains and losses from participation, along with the reflexivity to the individual and the process of updating decision-making post-participation. Our study highlights how individual decision-making for participation is influenced by relationships with others within the embedded socio-cultural environment, as well as by attachment and connection to the community. It also shows that discrepancies between expectations and experiences post-participation, and the transformation of the social capital, promote the updating of decision-making processes. Although there are limitations, the insights gained from this study offer profound implications for stakeholders and provide valuable insights for more sustainable and efficient CSA practices. This research establishes a robust foundation for future studies on CSA.","Fri, 29 Dec 2023 09:24:23 UTC (640 KB)"
"76","76","Toward Semantic Scene Understanding for Fine-Grained 3D Modeling of Plants","Mohamad Qadri, Harry Freeman, Eric Schneider, George Kantor","Robotics (cs.RO)","Agricultural robotics is an active research area due to global population growth and expectations of food and labor shortages. Robots can potentially help with tasks such as pruning, harvesting, phenotyping, and plant modeling. However, agricultural automation is hampered by the difficulty in creating high resolution 3D semantic maps in the field that would allow for safe manipulation and navigation. In this paper, we build toward solutions for this issue and showcase how the use of semantics and environmental priors can help in constructing accurate 3D maps for the target application of sorghum. Specifically, we 1) use sorghum seeds as semantic landmarks to build a visual Simultaneous Localization and Mapping (SLAM) system that enables us to map 78\% of a sorghum range on average, compared to 38% with ORB-SLAM2; and 2) use seeds as semantic features to improve 3D reconstruction of a full sorghum panicle from images taken by a robotic in-hand camera.","Thu, 28 Dec 2023 16:35:33 UTC (29,175 KB)"
"77","77","The Green Advantage: Analyzing the Effects of Eco-Friendly Marketing on Consumer Loyalty","Erfan Mohammadi, MohammadMahdi Barzegar, Mahdi Nohekhan","General Economics (econ.GN)","The idea that marketing, in addition to profitability and sales, should also consider the consumer's health is not and has not been a far-fetched concept. It can be stated that there is no longer a way back to producing environmentally harmful products, and gradually, governmental pressures, competition, and changing customer attitudes are obliging companies to adopt and implement a green marketing approach. Over time, concepts such as green marketing have penetrated marketing literature, making environmental considerations one of the most important activities of companies. For this purpose, this research examines the effects of green marketing strategy on brand loyalty (case study: food exporting companies). The population of this study consists of 345 employees and managers of companies like Kalleh, Solico, Pemina, Sorben, Mac, Pol, and Casel, out of which 182 were randomly selected as a sample using Cochran's formula. This research is practical; the required data were collected through a survey and questionnaire. The research results indicate that (1) green marketing strategy significantly affects brand loyalty. (2) Green products have a significant positive effect on brand loyalty. (3) Green promotion has a significant positive effect on brand loyalty. (4) Green distribution has a significant positive effect on brand loyalty. (5) Green pricing has a significant positive effect on brand loyalty.","Wed, 27 Dec 2023 19:30:58 UTC (219 KB)"
"78","78","Olfactory Label Prediction on aroma-chemical Pairs","Laura Sisson","Machine Learning (cs.LG)","The application of deep learning techniques on aroma-chemicals has resulted in models more accurate than human experts at predicting olfactory qualities. However, public research in this domain has been limited to predicting the qualities of single molecules, whereas in industry applications, perfumers and food scientists are often concerned with blends of many odorants. In this paper, we apply both existing and novel approaches to a dataset we gathered consisting of labeled pairs of molecules. We present a publicly available model capable of generating accurate predictions for the non-linear qualities arising from blends of aroma-chemicals.","Tue, 26 Dec 2023 17:18:09 UTC (738 KB)"
"79","79","Mental Perception of Quality: Green Marketing as a Catalyst for Brand Quality Enhancement","Saleh Ghobbe, Mahdi Nohekhan","General Economics (econ.GN)","The environmental conservation issue has led consumers to rethink the products they purchase. Nowadays, many consumers are willing to pay more for products that genuinely adhere to environmental standards to support the environment. Consequently, concepts like green marketing have gradually infiltrated marketing literature, making environmental considerations one of the most important activities for companies. Accordingly, this research investigates the impacts of green marketing strategy on perceived brand quality (case study: food exporting companies). The study population comprises 345 employees and managers from companies such as Kalleh, Solico, Pemina, Sorbon, Mac, Pol, and Casel. Using Cochran's formula, a sample of 182 individuals was randomly selected. This research is practical; the required data were collected through surveys and questionnaires. The findings indicate that (1) green marketing strategy has a significant positive effect on perceived brand quality, (2) green products have a significant positive effect on perceived brand quality, (3) green promotion has a significant positive effect on perceived brand quality, (4) green distribution has a significant positive effect on perceived brand quality, and (5) green pricing has a significant positive effect on perceived brand quality.","Tue, 26 Dec 2023 03:10:43 UTC (286 KB)"
"80","80","FoodLMM: A Versatile Food Assistant using Large Multi-modal Model","Yuehao Yin, Huiyan Qi, Bin Zhu, Jingjing Chen, Yu-Gang Jiang, Chong-Wah Ngo","Computer Vision and Pattern Recognition (cs.CV)","Large Multi-modal Models (LMMs) have made impressive progress in many vision-language tasks. Nevertheless, the performance of general LMMs in specific domains is still far from satisfactory. This paper proposes FoodLMM, a versatile food assistant based on LMMs with various capabilities, including food recognition, ingredient recognition, recipe generation, nutrition estimation, food segmentation and multi-round conversation. To facilitate FoodLMM to deal with tasks beyond pure text output, we introduce a series of novel task-specific tokens and heads, enabling the model to predict food nutritional values and multiple segmentation masks. We adopt a two-stage training strategy. In the first stage, we utilize multiple public food benchmarks for multi-task learning by leveraging instruct-following paradigm. In the second stage, we construct a multi-round conversation and a reasoning segmentation datasets to fine-tune the model, enabling it to conduct professional dialogues and generate segmentation masks based on complex reasoning in food domain. Our fine-tuned FoodLMM achieves state-of-the-art results across several food benchmarks. We will make our code, models and datasets publicly available.","Fri, 22 Dec 2023 11:56:22 UTC (2,725 KB)"
"81","81","PoseViNet: Distracted Driver Action Recognition Framework Using Multi-View Pose Estimation and Vision Transformer","Neha Sengar, Indra Kumari, Jihui Lee, Dongsoo Har","Computer Vision and Pattern Recognition (cs.CV)","Driver distraction is a principal cause of traffic accidents. In a study conducted by the National Highway Traffic Safety Administration, engaging in activities such as interacting with in-car menus, consuming food or beverages, or engaging in telephonic conversations while operating a vehicle can be significant sources of driver distraction. From this viewpoint, this paper introduces a novel method for detection of driver distraction using multi-view driver action images. The proposed method is a vision transformer-based framework with pose estimation and action inference, namely PoseViNet. The motivation for adding posture information is to enable the transformer to focus more on key features. As a result, the framework is more adept at identifying critical actions. The proposed framework is compared with various state-of-the-art models using SFD3 dataset representing 10 behaviors of drivers. It is found from the comparison that the PoseViNet outperforms these models. The proposed framework is also evaluated with the SynDD1 dataset representing 16 behaviors of driver. As a result, the PoseViNet achieves 97.55% validation accuracy and 90.92% testing accuracy with the challenging dataset.","Fri, 22 Dec 2023 10:13:10 UTC (1,758 KB)"
"82","82","Ductile-to-brittle transition and yielding in soft amorphous materials: perspectives and open questions","Thibaut Divoux, Elisabeth Agoritsas, Stefano Aime, Catherine Barentin, Jean-Louis Barrat, Roberto Be","Soft Condensed Matter (cond-mat.soft)","Soft amorphous materials are viscoelastic solids ubiquitously found around us, from clays and cementitious pastes to emulsions and physical gels encountered in food or biomedical engineering. Under an external deformation, these materials undergo a noteworthy transition from a solid to a liquid state that reshapes the material microstructure. This yielding transition was the main theme of a workshop held from January 9 to 13, 2023 at the Lorentz Center in Leiden. The manuscript presented here offers a critical perspective on the subject, synthesizing insights from the various brainstorming sessions and informal discussions that unfolded during this week of vibrant exchange of ideas. The result of these exchanges takes the form of a series of open questions that represent outstanding experimental, numerical, and theoretical challenges to be tackled in the near future.","Thu, 21 Dec 2023 20:11:44 UTC (3,527 KB)"
"83","83","Binary Endogenous Treatment in Stochastic Frontier Models with an Application to Soil Conservation in El Salvador","Samuele Centorrino, Maria Pérez-Urdiales, Boris Bravo-Ureta, Alan J. Wall","Econometrics (econ.EM)","Improving the productivity of the agricultural sector is part of one of the Sustainable Development Goals set by the United Nations. To this end, many international organizations have funded training and technology transfer programs that aim to promote productivity and income growth, fight poverty and enhance food security among smallholder farmers in developing countries. Stochastic production frontier analysis can be a useful tool when evaluating the effectiveness of these programs. However, accounting for treatment endogeneity, often intrinsic to these interventions, only recently has received any attention in the stochastic frontier literature. In this work, we extend the classical maximum likelihood estimation of stochastic production frontier models by allowing both the production frontier and inefficiency to depend on a potentially endogenous binary treatment. We use instrumental variables to define an assignment mechanism for the treatment, and we explicitly model the density of the first and second-stage composite error terms. We provide empirical evidence of the importance of controlling for endogeneity in this setting using farm-level data from a soil conservation program in El Salvador.","Thu, 21 Dec 2023 15:32:31 UTC (6,150 KB)"
"84","84","How Does Connecting Online Activities to Advertising Inferences Impact Privacy Perceptions?","Florian M. Farke, David G. Balash, Maximilian Golla, Adam J. Aviv","Computers and Society (cs.CY)","Data dashboards are designed to help users manage data collected about them. However, prior work showed that exposure to some dashboards, notably Google's My Activity dashboard, results in significant decreases in perceived concern and increases in perceived benefit from data collection, contrary to expectations. We theorize that this result is due to the fact that data dashboards currently do not sufficiently ""connect the dots"" of the data food chain, that is, by connecting data collection with the use of that data. To evaluate this, we designed a study where participants assigned advertising interest labels to their own real activities, effectively acting as a behavioral advertising engine to ""connect the dots."" When comparing pre- and post-labeling task responses, we find no significant difference in concern with Google's data collection practices, which indicates that participants' priors are maintained after more exposure to the data food chain (differing from prior work), suggesting that data dashboards that offer deeper perspectives of how data collection is used have potential. However, these gains are offset when participants are exposed to their true interest labels inferred by Google. Concern for data collection dropped significantly as participants viewed Google's labeling as generic compared to their own more specific labeling. This presents a possible new paradox that must be overcome when designing data dashboards, the generic paradox, which occurs when users misalign individual, generic inferences from collected data as benign compared to the totality and specificity of many generic inferences made about them.","Thu, 21 Dec 2023 13:05:09 UTC (998 KB)"
"85","85","Can Digital Aid Deliver During Humanitarian Crises?","Michael Callen, Miguel Fajardo-Steinhäuser, Michael G. Findley, Tarek Ghani","General Economics (econ.GN)","Global hunger levels have set new records in each of the last three years, outpacing aid budgets (WFP, 2023; FSIN, 2023). Most households experiencing food insecurity crises are now in fragile states (Townsend et al., 2021), making it difficult to support vulnerable, hard-to-reach populations without interference from oppressive governments and non-state actors (Kurtzer, 2019; Cliffe et al., 2023). Despite growing interest in using digital payments for crisis response (Suri and Jack, 2016; Pazarbasioglu et al., 2020; Aiken et al., 2022), there is limited causal evidence on their efficacy (Gentilini, 2022; WFP, 2023). We show that digital payments can address basic needs during a humanitarian crisis. We conducted a randomized evaluation among very poor, mostly tech-illiterate, female-headed households in Afghanistan with digital transfers of $45 every two weeks for two months. Digital aid led to significant improvements in nutrition and in mental well-being. We find high usage rates, no evidence of diversion by the Taliban despite rigorous checks, and that 80% of recipients would prefer digital aid rather than pay a 2.5% fee to receive aid in cash. Conservative assumptions put the cost of delivery under 7 cents per dollar, which is 10 cents per dollar less than the World Food Program's global figure for cash-based humanitarian assistance. These savings could help reduce hunger without additional resources. Asked to predict our findings, policymakers and experts underestimated beneficiaries' ability to use digital transfers and overestimated the likelihood of diversion and the costs of delivery. Such misperceptions might impede the adoption of new technologies during crises. These results highlight the potential for digital aid to complement existing approaches in supporting vulnerable populations during crises.","Wed, 20 Dec 2023 21:17:57 UTC (3,439 KB)"
"86","86","Vision-Based Automatic Groceries Tracking System -- Smart Homes","Divya Mereddy","Computer Vision and Pattern Recognition (cs.CV)","With advanced AI, while every industry is growing at rocket speed, the smart home industry has not reached the next generation. There is still a huge leap of innovation that needs to happen before we call a home a Smart home. A Smart home should predict residents' needs and fulfill them in a timely manner. One of the important tasks of maintaining a home is timely grocery tracking and supply maintenance. Grocery tracking models are very famous in the retail industry but they are nonexistent in the common household. Groceries detection in household refrigerators or storage closets is very complicated compared to retail shelving data. In this paper, home grocery tracking problem is resolved by combining retail shelving data and fruits dataset with real-time 360 view data points collected from home groceries storage. By integrating this vision-based object detection system along with supply chain and user food interest prediction systems, complete automation of groceries ordering can be achieved.","Tue, 19 Dec 2023 17:08:08 UTC (656 KB)"
"87","87","Least-cost diets to teach optimization and consumer behavior, with applications to health equity, poverty measurement and international development","Jessica K. Wallingford, William A. Masters","General Economics (econ.GN)","The least-cost diet problem introduces students to optimization and linear programming, using the health consequences of food choice. We provide a graphical example, Excel workbook and Word template using actual data on item prices, food composition and nutrient requirements for a brief exercise in which students guess at and then solve for nutrient adequacy at lowest cost, before comparing modeled diets to actual consumption which has varying degrees of nutrient adequacy. The graphical example is a 'three sisters' diet of corn, beans and squash, and the full multidimensional model is compared to current food consumption in Ethiopia. This updated Stigler diet shows how cost minimization relates to utility maximization, and links to ongoing research and policy debates about the affordability of healthy diets worldwide.","Tue, 19 Dec 2023 00:56:44 UTC (1,117 KB)"
"88","88","Novel Dynamics in an Additional Food provided Predator-Prey System with mutual interference","Sureni Wickramasooriya, Jonathan Martin, Aniket Banerjee, Rana D. Parshad","Dynamical Systems (math.DS)","The provision of additional food (AF) sources to an introduced predator has been identified as a mechanism to improve pest control. However, AF models with prey dependent functional responses can cause unbounded growth of the predator cite{S27}. To avoid such dynamics, an AF model with mutual interference effect has been proposed cite{S02}. The analysis therein reveals that if the quantity of additional food $xi > h(epsilon)$, where $epsilon$ is the mutual interference parameter, then pest eradication is possible, and this is facilitated via a transcritical bifurcation. We revisit this model and show novel dynamical behaviors. In particular, pest eradication is possible for a tighter range of AF $g(epsilon) < xi < f(epsilon) < h(epsilon)$, and can also occur via a saddle node bifurcation. We observe bi-stability, as well as local bifurcations of Hopf type. We also prove a global bifurcation, of homoclinic type. This bifurcation in turn is shown to create a non-standard dynamic wherein the pest extinction state becomes an ``almost"" global attractor. To the best of our knowledge, this is the first proof of existence of such a dynamical structure in AF models. We discuss our analysis in the context of designing novel bio-control strategies.","Mon, 18 Dec 2023 22:04:58 UTC (5,373 KB)"
"89","89","Twitter Permeability to financial events: an experiment towards a model for sensing irregularities","Ana Fernández Vilas, Rebeca P. Díaz Redondo, Keeley Crockett, Majdi Owda, Lewis Evans","Statistical Finance (q-fin.ST)","There is a general consensus of the good sensing and novelty characteristics of Twitter as an information media for the complex financial market. This paper investigates the permeability of Twittersphere, the total universe of Twitter users and their habits, towards relevant events in the financial market. Analysis shows that a general purpose social media is permeable to financial-specific events and establishes Twitter as a relevant feeder for taking decisions regarding the financial market and event fraudulent activities in that market. However, the provenance of contributions, their different levels of credibility and quality and even the purpose or intention behind them should to be considered and carefully contemplated if Twitter is used as a single source for decision taking. With the overall aim of this research, to deploy an architecture for real-time monitoring of irregularities in the financial market, this paper conducts a series of experiments on the level of permeability and the permeable features of Twitter in the event of one of these irregularities. To be precise, Twitter data is collected concerning an event comprising of a specific financial action on the 27th January 2017:{~ }the announcement about the merge of two companies Tesco PLC and Booker Group PLC, listed in the main market of the London Stock Exchange (LSE), to create the UK's Leading Food Business. The experiment attempts to answer five key research questions which aim to characterize the features of Twitter permeability to the financial market. The experimental results confirm that a far-impacting financial event, such as the merger considered, caused apparent disturbances in all the features considered, that is, information volume, content and sentiment as well as geographical provenance. Analysis shows that despite, Twitter not being a specific financial forum, it is permeable to financial events.","Thu, 14 Dec 2023 21:32:23 UTC (2,828 KB)"
"90","90","Towards Fairness in Online Service with k Servers and its Application on Fair Food Delivery","Daman Deep Singh, Amit Kumar, Abhijnan Chakraborty","Artificial Intelligence (cs.AI)","The k-SERVER problem is one of the most prominent problems in online algorithms with several variants and extensions. However, simplifying assumptions like instantaneous server movements and zero service time has hitherto limited its applicability to real-world problems. In this paper, we introduce a realistic generalization of k-SERVER without such assumptions - the k-FOOD problem, where requests with source-destination locations and an associated pickup time window arrive in an online fashion, and each has to be served by exactly one of the available k servers. The k-FOOD problem offers the versatility to model a variety of real-world use cases such as food delivery, ride sharing, and quick commerce. Moreover, motivated by the need for fairness in online platforms, we introduce the FAIR k-FOOD problem with the max-min objective. We establish that both k-FOOD and FAIR k-FOOD problems are strongly NP-hard and develop an optimal offline algorithm that arises naturally from a time-expanded flow network. Subsequently, we propose an online algorithm DOC4FOOD involving virtual movements of servers to the nearest request location. Experiments on a real-world food-delivery dataset, alongside synthetic datasets, establish the efficacy of the proposed algorithm against state-of-the-art fair food delivery algorithms.","Mon, 18 Dec 2023 15:22:03 UTC (132 KB)"
"91","91","Dynamic Retrieval Augmented Generation of Ontologies using Artificial Intelligence (DRAGON-AI)","Sabrina Toro, Anna V Anagnostopoulos, Sue Bello, Kai Blumberg, Rhiannon Cameron, Leigh Carmody, Alex","Artificial Intelligence (cs.AI)","Ontologies are fundamental components of informatics infrastructure in domains such as biomedical, environmental, and food sciences, representing consensus knowledge in an accurate and computable form. However, their construction and maintenance demand substantial resources, necessitating substantial collaborative efforts of domain experts, curators, and ontology experts. We present Dynamic Retrieval Augmented Generation of Ontologies using AI (DRAGON-AI), an ontology generation method employing Large Language Models (LLMs) and Retrieval Augmented Generation (RAG). This method can generate textual and logical ontology components, drawing from existing knowledge in multiple ontologies, as well as unstructured textual sources. We assessed DRAGON-AI across ten diverse ontologies, making use of extensive manual evaluation of results. We demonstrate high precision for relationship generation, close to but lower than precision from logic-based reasoning. We also demonstrate definition generation comparable with but lower than human-generated definitions. Notably, expert evaluators were better able to discern subtle flaws in AI-generated definitions. We also demonstrated the ability of DRAGON-AI to incorporate natural language instructions in the form of GitHub issues. These findings suggest DRAGON-AI's potential to substantially aid the manual ontology construction process. However, our results also underscore the importance of having expert curators and ontology editors drive the ontology generation process.","Mon, 18 Dec 2023 03:19:31 UTC (745 KB)"
"92","92","Satellite Data Shows Resilience of Tigrayan Farmers in Crop Cultivation During Civil War","Hannah Kerner, Catherine Nakalembe, Benjamin Yeh, Ivan Zvonkov, Sergii Skakun, Inbal Becker-Reshef, ","Computers and Society (cs.CY)","The Tigray War was an armed conflict that took place primarily in the Tigray region of northern Ethiopia from November 3, 2020 to November 2, 2022. Given the importance of agriculture in Tigray to livelihoods and food security, determining the impact of the war on cultivated area is critical, but quantifying this impact was difficult due to restricted movement within and into the region due to conflict-driven insecurity and blockages. Using satellite imagery and statistical area estimation techniques, we assessed changes in crop cultivation area in Tigray before and during the war. Our findings show that cultivated area was largely stable between 2020-2021 despite the widespread impacts of the war. We estimated 1,132,000 +/- 133,000 hectares of cultivation in pre-war 2020 compared to 1,217,000 +/- 132,000 hectares in mid-war 2021. Comparing changes inside and outside of a 5 km buffer around conflict events, we found a slightly higher upper confidence limit of cropland loss within the buffer (0-3%) compared to outside the buffer (0-1%). Our results support other reports that despite widespread war-related disruptions, Tigrayan farmers were largely able to sustain cultivation. Our study demonstrates the capability of remote sensing combined with machine learning and statistical techniques to provide timely, transparent area estimates for monitoring food security in regions inaccessible due to conflict.","Sun, 17 Dec 2023 21:33:07 UTC (11,785 KB)"
"93","93","A Unified Framework for Multi-Domain CTR Prediction via Large Language Models","Zichuan Fu, Xiangyang Li, Chuhan Wu, Yichao Wang, Kuicai Dong, Xiangyu Zhao, Mengchen Zhao, Huifeng ","Information Retrieval (cs.IR)","Click-Through Rate (CTR) prediction is a crucial task in online recommendation platforms as it involves estimating the probability of user engagement with advertisements or items by clicking on them. Given the availability of various services like online shopping, ride-sharing, food delivery, and professional services on commercial platforms, recommendation systems in these platforms are required to make CTR predictions across multiple domains rather than just a single domain. However, multi-domain click-through rate (MDCTR) prediction remains a challenging task in online recommendation due to the complex mutual influence between domains. Traditional MDCTR models typically encode domains as discrete identifiers, ignoring rich semantic information underlying. Consequently, they can hardly generalize to new domains. Besides, existing models can be easily dominated by some specific domains, which results in significant performance drops in the other domains (i.e. the ""seesaw phenomenon""). In this paper, we propose a novel solution Uni-CTR to address the above challenges. Uni-CTR leverages a backbone Large Language Model (LLM) to learn layer-wise semantic representations that capture commonalities between domains. Uni-CTR also uses several domain-specific networks to capture the characteristics of each domain. Note that we design a masked loss strategy so that these domain-specific networks are decoupled from backbone LLM. This allows domain-specific networks to remain unchanged when incorporating new or removing domains, thereby enhancing the flexibility and scalability of the system significantly. Experimental results on three public datasets show that Uni-CTR outperforms the state-of-the-art (SOTA) MDCTR models significantly. Furthermore, Uni-CTR demonstrates remarkable effectiveness in zero-shot prediction. We have applied Uni-CTR in industrial scenarios, confirming its efficiency.","Sun, 17 Dec 2023 15:28:06 UTC (1,427 KB)[v2] Wed, 20 Dec 2023 16:11:14 UTC (1,427 KB)[v3] Fri, 23 Fe"
"94","94","Dynamics of Meniscus-Bound Particle Clusters in Extensional Flow","Sagar Chaudhary, Sachin S. Velankar, Charles M. Schroeder","Fluid Dynamics (physics.flu-dyn)","Capillary suspensions are three-phase mixtures containing a solid particulate phase, a continuous liquid phase, and a second immiscible liquid forming capillary bridges between particles. Capillary suspensions are encountered in a wide array of applications including 3D printing, porous materials, and food formulations, but despite recent progress, the micromechanics of particle clusters in flow is not fully understood. In this work, we study the dynamics of meniscus-bound particle clusters in planar extensional flow using a Stokes trap, which is an automated flow control technique that allows for precise manipulation of freely suspended particles or particle clusters in flow. Focusing on the case of a two-particle doublet, we use a combination of experiments and analytical modeling to understand how particle clusters rearrange, deform, and ultimately break up in extensional flow. The time required for cluster breakup is quantified as a function of capillary number $Ca$ and meniscus volume $V$. Importantly, a critical capillary number $Ca_{crit}$ for cluster breakup is determined using a combination of experiments and modeling. Cluster relaxation experiments are also performed by deforming particle clusters in flow, followed by flow cessation prior to breakup and observing cluster relaxation dynamics under zero-flow conditions. In all cases, experiments are complemented by an analytical model that accounts for capillary forces, lubrication forces, hydrodynamic drag forces, and hydrodynamic interactions acting on the particles. Results from the analytical models are found to be in good agreement with experiments. Overall, this work provides a new quantitative understanding of the deformation dynamics of capillary clusters in extensional flow.","Sat, 16 Dec 2023 23:42:53 UTC (2,177 KB)"
"95","95","Sedimentation dynamics of passive particles in dilute bacterial suspensions: emergence of bioconvection","Bryan O. Torres Maldonado, Shravan Pradeep, Ranjiangshang Ran, Douglas Jerolmack, Paulo E. Arratia","Fluid Dynamics (physics.flu-dyn)","Microorganisms are ubiquitous in nature and technology. They inhabit diverse environments ranging from small river tributaries and lakes to oceans, as well as wastewater treatment plants and food manufacturing. In many of these environments, microorganisms coexist with settling particles. Here, we investigate the effects of microbial activity (swimming 	extit{E. coli}) on the settling dynamics of passive colloidal particles using particle tracking methods. Our results reveal the existence of two distinct regimes in the correlation length scale ($L_u$) and the effective diffusivity of the colloidal particles ($D_{e!f!f}$), with increasing bacterial concentration ($phi_b$). At low $phi_b$, the parameters $L_u$ and $D_{e!f!f}$ monotonically increases with increasing $phi_b$. Beyond a critical $phi_b$, second regime is found in which both $D_{e!f!f}$ and $L_u$ are independent of $phi_b$. We demonstrate that the transition between these regimes is characterized by the emergence of bioconvection. We use experimentally-measured particle-scale quantities ($L_u$, $D_{e!f!f}$) to predict the critical bacterial concentration for the diffusion-bioconvection transition.","Fri, 15 Dec 2023 21:45:37 UTC (1,411 KB)"
"96","96","Utilizing Wavelet Transform in the Analysis of Scaling Dynamics for Milk Quality Evaluation","Devon Maywald, Dixon Vimalajeewa","Applications (stat.AP)","Food safety and quality are paramount concerns worldwide, especially concerning nutritional quality and its impact on human health. Ensuring the accuracy and efficiency of milk quality assessment is vital for maintaining the quality of dairy farm produce. Milk spectral data, Mid-infrared spectra (MIRS) of milk samples, are frequently employed for milk quality evaluations, encompassing various milk quality parameters. However, conventional milk quality analyses have overlooked the scaling nature, known as stochastic similarity in different scales, inherent in milk spectral data. Wavelet transforms are among the tools used in these analyses, although they are primarily used as data pre-processing techniques without fully realizing their potential in extracting valuable insights. The primary purpose of this study is to demonstrate the importance of accounting for scaling properties in assessing milk quality. A set of 12 descriptors is computed to characterize scaling properties in milk spectral data within the wavelet domain. These descriptors are then assessed for their effectiveness in milk quality assessments utilizing 18 different milk quality parameters. They notably demonstrated comparable performance to existing methods while utilizing fewer features when applied to an MIRS dataset. This innovative approach holds substantial promise for advancing the field of milk quality assessment, offering a means to achieve more accurate and efficient evaluations while shedding light on previously unexplored aspects of milk spectral data.","Fri, 15 Dec 2023 21:04:10 UTC (951 KB)"
"97","97","Dietary Assessment with Multimodal ChatGPT: A Systematic Analysis","Frank P.-W. Lo, Jianing Qiu, Zeyu Wang, Junhong Chen, Bo Xiao, Wu Yuan, Stamatia Giannarou, Gary Fro","Computer Vision and Pattern Recognition (cs.CV)","Conventional approaches to dietary assessment are primarily grounded in self-reporting methods or structured interviews conducted under the supervision of dietitians. These methods, however, are often subjective, potentially inaccurate, and time-intensive. Although artificial intelligence (AI)-based solutions have been devised to automate the dietary assessment process, these prior AI methodologies encounter challenges in their ability to generalize across a diverse range of food types, dietary behaviors, and cultural contexts. This results in AI applications in the dietary field that possess a narrow specialization and limited accuracy. Recently, the emergence of multimodal foundation models such as GPT-4V powering the latest ChatGPT has exhibited transformative potential across a wide range of tasks (e.g., Scene understanding and image captioning) in numerous research domains. These models have demonstrated remarkable generalist intelligence and accuracy, capable of processing various data modalities. In this study, we explore the application of multimodal ChatGPT within the realm of dietary assessment. Our findings reveal that GPT-4V excels in food detection under challenging conditions with accuracy up to 87.5% without any fine-tuning or adaptation using food-specific datasets. By guiding the model with specific language prompts (e.g., African cuisine), it shifts from recognizing common staples like rice and bread to accurately identifying regional dishes like banku and ugali. Another GPT-4V's standout feature is its contextual awareness. GPT-4V can leverage surrounding objects as scale references to deduce the portion sizes of food items, further enhancing its accuracy in translating food weight into nutritional content. This alignment with the USDA National Nutrient Database underscores GPT-4V's potential to advance nutritional science and dietary assessment techniques.","Thu, 14 Dec 2023 01:26:45 UTC (20,749 KB)"
"98","98","Unraveling the Butterfly Effects in Social Dynamics: Insights from Agent-Based Modeling","Hossein Sabzian, Nima Shahriari, Mohammad G. Nejad","Physics and Society (physics.soc-ph)","The complex interplay between human societies and their environments has long been a subject of fascination for social scientists. Utilizing agent-based modeling, this study delves into the profound implications of seemingly inconsequential variations in social dynamics. Focusing on the nexus between food distribution, residential patterns, and population dynamics, our research provides an analysis of the long-term implications of minute societal changes over the span of 300 years. Through a meticulous exploration of two scenarios, we uncover the profound impact of the butterfly effect on the evolution of human societies, revealing the fact that even the slightest perturbations in the distribution of resources can catalyze monumental shifts in residential patterns and population trajectories. This research sheds light on the inherent complexity of social systems and underscores the sensitivity of these systems to subtle changes, emphasizing the unpredictable nature of long-term societal trajectories. The implications of our findings extend far beyond the realm of social science, carrying profound significance for policy-making, sustainable development, and the preservation of societal equilibrium in an ever-changing world.","Wed, 13 Dec 2023 06:15:49 UTC (428 KB)"
"99","99","ForMAX -- a beamline for multiscale and multimodal structural characterization of hierarchical materials","K. Nygård, S. A. McDonald, J. B. González, V. Haghighat, C. Appel, E. Larsson, R. Ghanbari, M. Vilja","Instrumentation and Detectors (physics.ins-det)","The ForMAX beamline at the MAX IV Laboratory provides multiscale and multimodal structural characterization of hierarchical materials in the nm to mm range by combining small- and wide-angle x-ray scattering with full-field microtomography. The modular design of the beamline is optimized for easy switching between different experimental modalities. The beamline has a special focus on the development of novel, fibrous materials from forest resources, but it is also well suited for studies within, e.g., food science and biomedical research.","Wed, 13 Dec 2023 05:24:35 UTC (12,765 KB)[v2] Fri, 2 Feb 2024 05:10:23 UTC (12,728 KB)"
